Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
DebtInstrumentCarryingAmount,19926,7,296,659,707,765,851,1038,1071,1029,219
Land,19914,65,770,1017,946,872,815,750,707,602,94
IncreaseDecreaseInOtherOperatingCapitalNet,19878,45,875,873,852,850,828,775,747,677,104
LiabilitiesNoncurrent,19833,34,855,886,869,875,800,733,727,691,141
CapitalLeasesFutureMinimumPaymentsDue,19812,23,370,929,943,964,930,847,796,746,56
PaymentsToAcquireAvailableForSaleSecurities,19413,23,942,880,858,854,843,808,775,399,89
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,19266,22,380,893,905,922,900,826,788,738,48
IncomeLossFromContinuingOperationsPerDilutedShare,19200,63,858,891,920,899,842,727,625,510,65
InventoryFinishedGoods,19071,45,478,1036,923,885,783,711,705,655,136
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,19023,98,853,925,966,1005,959,776,468,263,28
OtherLiabilities,18840,4,795,838,838,817,777,734,698,617,162
PaymentsToAcquireProductiveAssets,18816,40,685,732,835,848,823,783,744,671,111
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,18711,33,379,906,891,904,871,797,688,611,157
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,18657,45,730,860,838,837,799,761,738,557,54
MachineryAndEquipmentGross,18492,59,660,1007,941,856,758,666,604,516,97
DueToRelatedPartiesCurrent,18477,7,728,800,824,803,762,753,729,646,107
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,18345,0,25,833,942,933,893,863,807,727,92
SellingAndMarketingExpense,18336,32,750,761,776,805,786,726,691,643,142
DeferredTaxAssetsDeferredIncome,18186,22,318,799,802,838,854,792,776,695,166
EquityMethodInvestments,18168,15,585,739,769,781,802,796,777,689,103
BuildingsAndImprovementsGross,18057,66,677,988,876,806,745,662,598,514,87
RestrictedCashAndCashEquivalents,18042,10,480,787,833,830,783,771,721,657,142
DeferredTaxAssetsPropertyPlantAndEquipment,17634,0,41,776,837,916,860,801,769,698,180
RestructuringCharges,17628,45,564,768,785,759,774,767,692,631,91
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,17424,41,747,783,832,832,762,666,603,474,68
ConstructionInProgressGross,17382,56,628,877,818,761,729,669,622,532,102
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,17370,28,419,717,764,809,754,753,739,668,139
CapitalLeasesFutureMinimumPaymentsDueInFourYears,17343,22,357,797,803,819,814,750,711,666,42
PaymentsOfFinancingCosts,17259,18,669,730,729,780,756,710,662,582,117
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,17226,3,251,353,508,616,713,824,1116,1129,229
GainLossOnDispositionOfAssets,17184,18,695,789,892,799,709,641,579,495,111
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,16953,36,411,959,900,834,703,622,576,504,106
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,16836,33,403,936,881,836,696,617,583,515,112
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,16794,28,358,799,786,793,786,720,632,558,138
UndistributedEarningsOfForeignSubsidiaries,16785,0,44,667,866,975,988,983,556,458,58
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,16779,29,360,798,806,819,777,723,632,525,124
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,16674,64,703,1048,958,832,653,516,414,326,44
InventoryFinishedGoodsNetOfReserves,16632,9,225,667,741,774,788,772,741,680,147
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,16575,94,934,964,985,994,857,529,112,50,6
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,16425,26,292,723,741,749,731,716,705,643,149
IncomeTaxesReceivable,16335,28,683,699,719,681,692,647,609,577,110
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,16296,9,685,666,663,679,674,652,638,587,179
ShortTermBorrowings,16233,29,647,705,690,666,674,658,640,601,101
TaxesPayableCurrent,16209,27,496,682,685,700,701,686,670,646,110
ProceedsFromLinesOfCredit,16185,19,543,602,663,716,710,689,683,632,138
IncomeTaxReconciliationOtherReconcilingItems,16170,10,251,683,708,731,733,726,724,680,144
ProceedsFromSaleOfAvailableForSaleSecurities,16164,14,730,751,750,758,702,656,636,313,78
CommonStockDividendsPerShareCashPaid,16134,38,592,696,700,699,695,666,642,558,92
AmortizationOfFinancingCostsAndDiscounts,16026,15,502,579,611,641,702,718,741,703,130
LongTermDebtAndCapitalLeaseObligations,15894,38,529,667,691,723,700,668,641,570,71
IncomeLossFromDiscontinuedOperationsNetOfTax,15882,34,744,812,818,755,670,579,460,371,51
CapitalLeaseObligationsCurrent,15855,22,584,736,731,727,693,617,582,534,59
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,15843,9,278,750,746,740,710,691,642,589,126
IncreaseDecreaseInInterestPayableNet,15816,6,723,730,714,693,642,593,558,507,106
DefinedContributionPlanEmployerDiscretionaryContributionAmount,15729,0,24,621,659,739,765,754,766,709,206
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,15705,19,320,736,758,756,725,669,638,575,39
RestrictedCashAndCashEquivalentsAtCarryingValue,15642,20,712,722,700,680,631,607,550,498,94
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,15543,29,576,740,722,729,672,598,533,477,105
DeferredRevenueNoncurrent,15453,31,607,688,689,731,743,691,654,277,40
CapitalLeaseObligationsNoncurrent,15393,24,578,705,698,704,676,594,551,543,58
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,15336,21,332,679,697,735,717,669,639,587,36
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,15318,34,462,973,824,719,608,514,468,404,100
RepaymentsOfLinesOfCredit,15174,17,501,555,572,641,656,684,668,621,143
FurnitureAndFixturesGross,15156,42,447,905,808,712,628,537,471,412,90
NetIncomeLossAvailableToCommonStockholdersDiluted,15024,15,365,663,669,702,668,646,622,565,93
DefinedBenefitPlanFairValueOfPlanAssets,14997,17,423,747,709,718,651,609,559,506,60
StockRepurchasedDuringPeriodValue,14967,36,533,625,623,665,694,604,516,559,134
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,14823,20,286,718,690,677,652,615,587,558,138
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,14817,24,385,831,770,705,639,566,502,447,70
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,14706,57,742,1017,703,629,544,453,406,314,37
InterestAndDividendIncomeOperating,14697,0,699,662,628,602,578,555,518,501,156
IncreaseDecreaseInDeferredIncomeTaxes,14649,16,469,641,640,658,628,597,595,520,119
DebtInstrumentUnamortizedDiscount,14565,18,370,696,681,720,676,618,538,442,96
AccretionAmortizationOfDiscountsAndPremiumsInvestments,14553,7,585,567,588,590,598,598,567,553,198
InventoryWorkInProcess,14550,30,370,790,713,677,581,536,536,502,115
LettersOfCreditOutstandingAmount,14547,5,333,700,703,669,660,602,564,512,101
PaymentsToAcquireIntangibleAssets,14505,25,596,649,637,631,622,557,529,501,88
InventoryRawMaterials,14499,29,345,824,730,677,585,537,530,482,94
AvailableForSaleSecuritiesDebtSecurities,14496,8,329,509,557,596,599,571,550,862,251
IncomeTaxReconciliationChangeInEnactedTaxRate,14469,6,94,294,318,330,364,367,1624,1218,208
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,14415,32,434,884,775,688,589,493,451,375,84
RepaymentsOfNotesPayable,14412,8,622,646,665,627,592,534,506,484,120
NoncurrentAssets,14397,7,290,619,681,691,661,632,598,531,89
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,14196,10,155,567,577,571,592,621,758,721,160
IncreaseDecreaseInReceivables,14118,41,615,639,619,583,580,550,519,490,70
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,14007,19,294,686,685,680,632,587,547,503,36
RepaymentsOfLongTermCapitalLeaseObligations,14001,19,581,597,604,598,577,565,534,516,76
LoansAndLeasesReceivableAllowance,13986,4,637,637,603,585,553,527,490,473,153
DeferredFinanceCostsNet,13932,2,233,441,462,470,544,827,787,731,147
OtherCostAndExpenseOperating,13812,11,583,635,636,594,568,536,502,448,91
Deposits,13800,1,670,634,582,576,552,508,469,456,152
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,13764,33,406,864,738,666,548,458,421,368,86
NotesPayableCurrent,13752,8,570,637,637,625,595,542,454,429,87
IncomeTaxReconciliationNondeductibleExpense,13731,6,152,614,625,665,623,599,579,571,143
CapitalLeasesFutureMinimumPaymentsDueThereafter,13731,22,307,577,629,661,651,609,565,526,30
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,13722,42,648,720,735,657,586,491,377,290,28
ProceedsFromRelatedPartyDebt,13710,7,586,612,563,590,598,550,532,457,75
ProceedsFromNotesPayable,13710,12,580,632,659,653,596,516,447,409,66
DeferredTaxAssetsGoodwillAndIntangibleAssets,13707,0,33,522,583,657,673,652,653,629,167
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,13662,17,285,749,723,688,599,521,469,407,96
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,13635,13,222,658,687,700,690,664,623,247,41
DefinedContributionPlanEmployerMatchingContributionPercent,13632,0,31,650,677,691,652,590,573,541,139
AccruedProfessionalFeesCurrent,13626,7,138,543,571,628,625,600,609,616,205
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,13608,16,249,668,642,617,600,561,537,511,135
NoninterestExpense,13578,0,661,606,575,557,536,510,473,456,152
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,13521,30,412,867,730,645,538,445,406,348,86
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,13518,17,461,481,531,591,623,602,594,532,74
AssetRetirementObligation,13503,5,343,628,639,623,604,568,531,485,75
LoansAndLeasesReceivableNetReportedAmount,13416,2,613,594,562,552,530,517,485,462,155
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,13389,41,620,690,714,643,575,489,373,292,26
NoninterestIncome,13380,0,639,587,572,554,538,503,465,450,152
IncreaseDecreaseInOtherCurrentAssets,13293,6,468,561,601,615,573,526,507,483,91
InterestCostsCapitalized,13269,19,363,600,619,623,589,572,515,456,67
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,13248,7,203,652,630,610,580,558,538,506,132
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,13224,28,397,848,717,630,521,445,403,341,78
IncreaseDecreaseInEmployeeRelatedLiabilities,13152,22,537,539,542,560,555,532,503,482,112
RestructuringReserve,13128,27,341,590,614,598,571,579,545,456,55
InterestIncomeExpenseAfterProvisionForLoanLoss,13128,0,617,567,557,550,527,498,462,447,151
DeferredTaxAssetsLiabilitiesNetNoncurrent,13095,15,295,658,680,706,641,534,450,359,27
ShortTermInvestments,13086,42,541,549,543,559,539,527,493,466,103
OccupancyNet,13056,1,617,562,557,552,525,500,455,433,150
SalesRevenueServicesNet,13008,29,595,618,622,633,627,604,561,46,1
ProvisionForLoanAndLeaseLosses,12963,4,560,533,580,559,520,502,473,448,142
OtherIncome,12957,5,523,616,617,604,519,473,469,413,80
ImpairmentOfLongLivedAssetsHeldForUse,12948,18,273,466,523,565,603,573,565,579,151
InterestExpenseDebt,12942,8,407,542,585,590,568,521,505,499,89
DeferredIncomeTaxesAndTaxCredits,12915,20,302,397,476,543,589,620,630,600,128
InventoryWorkInProcessNetOfReserves,12909,7,180,503,554,592,620,601,589,538,119
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,12861,31,491,508,490,522,544,547,516,498,140
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,12813,26,487,580,559,561,541,526,491,452,48
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,12807,17,275,737,682,650,549,482,429,364,84
LineOfCreditFacilityMaximumBorrowingCapacity,12786,18,388,796,727,608,500,437,384,344,60
OtherNoninterestExpense,12765,2,624,575,536,522,499,475,445,435,142
DefinedBenefitPlanContributionsByEmployer,12750,14,315,699,638,602,526,481,455,433,87
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,12744,9,185,553,631,675,669,624,615,245,42
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,12708,0,10,576,666,640,627,617,598,463,39
InventoryValuationReserves,12663,4,209,588,575,590,574,545,529,501,106
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,12600,10,197,613,626,645,643,616,569,238,43
AssetRetirementObligationAccretionExpense,12519,2,416,580,576,574,547,507,473,435,63
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,12444,19,497,607,636,619,529,498,393,316,34
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,12375,7,197,632,601,605,559,507,481,425,111
DerivativeLiabilitiesCurrent,12366,6,453,531,548,555,521,513,496,444,55
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,12360,28,395,784,670,598,485,414,369,305,72
AvailableForSaleDebtSecuritiesAmortizedCostBasis,12327,2,74,233,247,615,654,620,593,830,241
OtherComprehensiveIncomeLossTax,12285,8,306,500,579,600,561,523,492,450,76
LongTermDebtAndCapitalLeaseObligationsCurrent,12282,27,412,516,532,546,545,518,486,445,67
DerivativeLiabilities,12255,2,206,332,588,614,624,578,557,519,65
ProceedsFromRepaymentsOfShortTermDebt,12240,21,555,513,522,524,508,486,458,426,67
IncreaseDecreaseInDeposits,12213,7,580,563,524,518,488,455,420,396,120
LeaseholdImprovementsGross,12204,36,382,725,646,582,495,423,379,330,70
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,12174,28,400,740,630,569,497,413,383,326,72
ReceivablesNetCurrent,12162,49,519,530,531,517,490,479,440,430,69
InventoryRawMaterialsNetOfReserves,12117,8,152,475,518,566,578,575,551,502,114
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,12114,0,28,539,542,593,613,548,540,489,146
AccountsReceivableGrossCurrent,12090,15,290,556,552,535,514,507,502,470,89
GoodwillImpairedAccumulatedImpairmentLoss,12084,5,235,528,549,572,577,524,506,464,68
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,12069,2,413,499,551,545,521,503,482,430,77
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,12060,3,263,575,559,564,544,497,473,419,123
LineOfCredit,12048,9,184,273,296,783,720,615,560,494,82
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,12045,18,218,494,534,562,539,532,512,493,113
BusinessCombinationAcquisitionRelatedCosts,12033,8,318,468,518,552,552,549,517,455,74
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,12024,15,210,605,566,557,526,492,472,441,124
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,12003,26,575,804,535,511,453,388,350,307,52
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,11985,0,11,497,593,601,570,553,541,521,108
InventoryWriteDown,11979,21,412,488,488,515,522,506,495,451,95
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,11943,6,75,220,238,249,272,269,1350,1116,186
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,11922,16,390,544,575,563,517,464,443,393,69
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,11910,14,458,537,535,524,512,495,449,389,57
InterestAndFeeIncomeLoansAndLeases,11877,0,573,520,496,487,474,447,417,412,133
TreasuryStockSharesAcquired,11718,28,374,469,478,525,544,511,465,444,68
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,11691,7,195,587,569,542,506,478,455,430,128
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,11640,11,187,575,553,535,513,481,462,435,128
CashAndDueFromBanks,11640,0,571,532,488,489,461,433,403,375,128
InterestPayableCurrentAndNoncurrent,11616,3,353,523,521,531,498,461,450,434,98
AdjustmentForAmortization,11607,19,456,544,518,504,485,450,423,397,73
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,11586,10,298,494,502,497,476,488,508,483,106
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,11520,0,0,3,654,851,736,605,524,426,41
DerivativeFairValueOfDerivativeLiability,11514,13,274,430,583,568,531,516,475,396,52
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,11496,0,18,579,626,585,577,522,468,405,52
AssetsNoncurrent,11481,16,518,525,516,498,452,433,413,387,69
AvailableForSaleSecuritiesGrossRealizedGains,11478,8,247,625,610,583,529,513,475,194,42
AccountsReceivableNet,11469,10,371,490,485,500,481,467,456,496,67
CapitalLeaseObligations,11373,12,254,510,521,528,522,494,479,442,29
StockIssuedDuringPeriodValueIssuedForServices,11268,0,59,437,512,614,555,507,511,464,97
InterestReceivable,11265,1,470,527,496,493,453,419,406,374,116
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,11217,25,427,573,526,524,484,445,405,303,27
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,11205,8,197,464,482,519,508,502,487,467,101
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,11175,9,188,575,547,511,486,459,429,405,116
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,11106,0,30,566,560,558,536,490,452,404,106
CostOfServices,11067,23,546,552,551,543,518,481,437,38,0
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,11064,9,108,405,398,440,416,492,653,609,158
DeferredTaxLiabilitiesPrepaidExpenses,11052,0,21,450,503,536,537,486,501,500,150
UnrealizedGainLossOnDerivatives,10929,5,509,600,531,471,427,385,350,301,64
IncreaseDecreaseInAccruedInterestReceivableNet,10926,2,521,485,466,466,441,392,391,373,105
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,10902,2,170,467,472,499,517,516,511,456,24
DeferredTaxLiabilitiesCurrent,10884,42,600,732,761,802,446,145,54,40,6
AssetRetirementObligationsNoncurrent,10812,4,401,461,473,484,465,440,424,388,64
MarketingAndAdvertisingExpense,10791,7,369,474,479,482,458,428,410,402,88
InterestExpenseDeposits,10698,1,533,483,451,434,418,396,372,361,117
IncomeTaxReconciliationTaxExemptIncome,10695,3,137,504,501,497,495,464,438,408,118
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,10680,2,167,459,462,484,502,504,503,454,23
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,10656,0,0,4,656,849,720,519,421,351,32
DeferredRevenue,10626,15,274,506,508,512,484,449,435,302,57
DerivativeFairValueOfDerivativeAsset,10605,12,258,355,521,518,492,486,449,392,52
DeferredRentCreditNoncurrent,10599,19,299,395,423,475,473,463,455,464,67
DeferredTaxAssetsLiabilitiesNetCurrent,10518,12,245,700,826,894,515,194,70,46,4
TimeDeposits,10506,0,207,505,480,476,455,440,405,399,135
OtherNonoperatingIncome,10479,10,552,536,503,486,393,329,323,294,67
NotesPayable,10473,8,271,487,494,529,467,422,391,364,58
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,10467,1,164,449,446,480,497,496,493,439,24
CommonStockCapitalSharesReservedForFutureIssuance,10449,8,165,438,442,491,479,464,459,429,108
DepreciationAmortizationAndAccretionNet,10404,4,425,432,451,453,435,422,395,363,88
StockIssued1,10395,1,383,430,408,436,424,454,435,402,92
